@timestamp,FEC_attempt_no,_id,_index,_score,anatomy,anatomy.keyword,application_sw_release_id,application_sw_release_id.keyword,batch_from_date,batch_from_date.keyword,batch_to_date,batch_to_date.keyword,city,city.keyword,country,country.keyword,customer,customer.keyword,es_load_ts,event_data,event_data.keyword,event_type,event_type.keyword,exam_number,exam_number.keyword,globalOrderNumber,globalOrderNumber.keyword,hospital,hospital.keyword,ifr90_alert,ifr90_alert.keyword,ifr_event_category,ifr_event_category.keyword,ifr_event_data,ifr_event_data.keyword,ifr_event_name,ifr_event_name.keyword,ifr_event_protocol_name,ifr_event_protocol_name.keyword,ifr_main_event,ifr_main_event.keyword,indicator_id,indicator_id.keyword,indicator_message,indicator_message.keyword,indicator_severity,indicator_severity.keyword,installDate,latitude,location,log_type,log_type.keyword,longitude,machine_type,machine_type.keyword,max_warranty_startDate,productName,productName.keyword,protocol_category,protocol_category.keyword,region,region.keyword,state,state.keyword,sw_program,sw_program.keyword,sw_version,sw_version.keyword,sysid,sysid.keyword,systype,systype.keyword,zipcode,zipcode.keyword,zone,zone.keyword,,
"Jul 8, 2026 @ 19:38:41.558",-,9f3e844b45acab4e9c26feae19a10e57,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109109 Study Start: Prospective Exam: 514 : Protocol: PolyTrauma Digital 5.0 M2,200109109 Study Start: Prospective Exam: 514 : Protocol: PolyTrauma Digital 5.0 M2,Exam_start,Exam_start,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 514 : Protocol: PolyTrauma Digital 5.0 M2,Study Start: Prospective Exam: 514 : Protocol: PolyTrauma Digital 5.0 M2,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:35:00.226",-,e38e58f419eff0c391650ffb0b592657,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,24MW10.61,24MW10.61,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1000000090401 E148,CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb) : EN: 148, PN: 25.38 CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb), SN: Scout","1000000090401 E148,CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb) : EN: 148, PN: 25.38 CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb), SN: Scout",start_patient_session,start_patient_session,148,148,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,25.38 CT Low Dose Lung Cancer Screening (50-70kg,25.38 CT Low Dose Lung Cancer Screening (50-70kg,Start patient session,Start patient session,1E+12,1E+12,"E148,CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb) : EN: 148, PN: 25.38 CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb), SN: Scout","E148,CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb) : EN: 148, PN: 25.38 CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb), SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),25,25,USCAN,USCAN,WI,WI,unknown,unknown,24MW10.61,24MW10.61,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:35:00.211",-,273bd4d0cc5cf7025620000f9ffa376f,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,N/A,N/A,24MW10.61,24MW10.61,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","200109109 Study Start: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)","200109109 Study Start: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)",Exam_start,Exam_start,148,148,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,-,-,Exam start,Exam start,200109109,200109109,"Study Start: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)","Study Start: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,24MW10.61,24MW10.61,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:31:25.095",-,9c59206b9356369b70c807e559f6987a,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109110 Study End: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,200109110 Study End: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,Exam_end,Exam_end,510,510,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,Study End: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:29:50.454",-,7978a5acecf89245e114640b8dd88f4a,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1000000090401 E510,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 510, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout","1000000090401 E510,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 510, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout",start_patient_session,start_patient_session,510,510,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Start patient session,Start patient session,1E+12,1E+12,"E510,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 510, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout","E510,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 510, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:29:50.416",-,2574afb783fc51e10eddffc5fcb8d43d,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109109 Study Start: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,200109109 Study Start: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,Exam_start,Exam_start,510,510,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,Study Start: Prospective Exam: 510 : Protocol: PolyTrauma Digital 5.0 M2,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:29:44.037",-,1cd3093454a5768e15c89781f9db70c7,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109110 Study End: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,200109110 Study End: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,Exam_end,Exam_end,513,513,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,Study End: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:20:52.409",-,544b56dfa6bf93b48b27c6daea85b2a5,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,513,513,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:20:18.276",-,efd33ef6ae9fc3e66889dd919ae96f1b,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1000000090401 E513,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 513, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout","1000000090401 E513,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 513, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout",start_patient_session,start_patient_session,513,513,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Start patient session,Start patient session,1E+12,1E+12,"E513,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 513, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout","E513,SESSION_TYPE :REVIEW_SESSION , PolyTrauma Digital 5.0 M2 : EN: 513, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:20:18.210",-,4eb72d81e6dce8448483ee2ff82d6488,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109109 Study Start: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,200109109 Study Start: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,Exam_start,Exam_start,513,513,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,1.1 Stroke Workup,1.1 Stroke Workup,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,Study Start: Prospective Exam: 513 : Protocol: PolyTrauma Digital 5.0 M2,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:20:12.751",-,828db7837c2e2a43db0c57ee13c1bb30,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109110 Study End: Prospective Exam: 511 : Protocol: Stroke Workup,200109110 Study End: Prospective Exam: 511 : Protocol: Stroke Workup,Exam_end,Exam_end,511,511,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,1.1 Stroke Workup,1.1 Stroke Workup,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 511 : Protocol: Stroke Workup,Study End: Prospective Exam: 511 : Protocol: Stroke Workup,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:20:06.060",-,895af594bc8362018f114bf6519a7519,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1000000090401 E511,SESSION_TYPE :REVIEW_SESSION , Stroke Workup : EN: 511, PN: 1.1 Stroke Workup, SN: Scout","1000000090401 E511,SESSION_TYPE :REVIEW_SESSION , Stroke Workup : EN: 511, PN: 1.1 Stroke Workup, SN: Scout",start_patient_session,start_patient_session,511,511,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,1.1 Stroke Workup,1.1 Stroke Workup,Start patient session,Start patient session,1E+12,1E+12,"E511,SESSION_TYPE :REVIEW_SESSION , Stroke Workup : EN: 511, PN: 1.1 Stroke Workup, SN: Scout","E511,SESSION_TYPE :REVIEW_SESSION , Stroke Workup : EN: 511, PN: 1.1 Stroke Workup, SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:20:06.017",-,f42984ef72b3f5ecc79e26735d1347b7,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,N/A,N/A,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109109 Study Start: Prospective Exam: 511 : Protocol: Stroke Workup,200109109 Study Start: Prospective Exam: 511 : Protocol: Stroke Workup,Exam_start,Exam_start,511,511,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,-,-,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 511 : Protocol: Stroke Workup,Study Start: Prospective Exam: 511 : Protocol: Stroke Workup,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 13:29:56.036",-,69ee78fbed9918c2caddff97db580706,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,24MW10.61,24MW10.61,"Jul 8, 2026 @ 05:30:00.000",2026-07-08T00:00:00.000+0000,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 11:17:39.359",200109110 Study End: Prospective Exam: 4303 : Protocol: ATD PreFilter Cu0.5mm MASTER,200109110 Study End: Prospective Exam: 4303 : Protocol: ATD PreFilter Cu0.5mm MASTER,Exam_end,Exam_end,4303,4303,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,5.7 ATD PreFilter Cu0.5mm MASTER,5.7 ATD PreFilter Cu0.5mm MASTER,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 4303 : Protocol: ATD PreFilter Cu0.5mm MASTER,Study End: Prospective Exam: 4303 : Protocol: ATD PreFilter Cu0.5mm MASTER,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,24MW10.61,24MW10.61,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
